"index","name","acc","prec","recall","fs"
1,"bpic13-0.1-3.csv",0.932516163793103,0.700549450549451,0.394126738794436,0.504451038575668
2,"creditcard-0.1-0.csv",0.959743641097537,1,0.572340425531915,0.728010825439783
3,"helpdesk-0.1-0.csv",0.931034482758621,0.5625,0.136363636363636,0.219512195121951
4,"hospitalbilling-0.1-0.csv",0.934544724425258,0.708542713567839,0.191836734693878,0.301927194860814
5,"huge-0.1-1.csv",0.960076806144492,1,0.616153846153846,0.762494050452166
6,"large-0.1-1.csv",0.954952792446791,1,0.566255778120185,0.723069355632071
7,"mccloud-0.1-0.csv",0.94806496891919,1,0.447761194029851,0.618556701030928
8,"medium-0.1-1.csv",0.96,1,0.58592132505176,0.738903394255875
9,"small-0.1-1.csv",0.962,1,0.593147751605996,0.744623655913978
10,"wide-0.1-1.csv",0.934314745179614,1,0.370398773006135,0.540570789031897
