"index","name","acc","prec","recall","fs"
1,"bpic13-0.1-3.csv",0.565560776764989,0.0573412188223194,0.236766267253147,0.0923231606340194
2,"creditcard-0.1-0.csv",0.712534976031929,0.0476094411942707,0.110203128648144,0.0664929210396563
3,"helpdesk-0.1-0.csv",0.430985297344744,0.048646420228116,0.292561983471074,0.0834217037822552
4,"hospitalbilling-0.1-0.csv",0.629254127603086,0.0440010365379632,0.178887484197219,0.0706293415415332
5,"huge-0.1-1.csv",0.464690026954178,0.0530677157445384,0.232532550889419,0.0864142842539272
6,"large-0.1-1.csv",0.535322993481398,0.0611731992941554,0.231173380035026,0.0967455496201497
7,"mccloud-0.1-0.csv",0.602909419622679,0.0525243490359769,0.185081421817545,0.0818269789045868
8,"medium-0.1-1.csv",0.645701311464299,0.0548780487804878,0.152542372881356,0.0807174887892377
9,"small-0.1-1.csv",0.536683079677708,0.054243362111093,0.233302195235871,0.0880214987444381
10,"wide-0.1-1.csv",0.519210744132646,0.0560657941054114,0.211875680251542,0.0886684548813199
