"Case","Activity","timestamp","anomaly_type","order","loc","label","start","Event","num_case","leverage","w-leverage","t1","t2","t3","tn","w-tn","time"
"case_154","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"597",2,0.00168634064080944,0.00168634064080944,0,0,0,0,0,0.053452730178833
"case_1540","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"598",2,0.00168350168350168,0.00168350168350168,0,0,0,0,0,0.0365486145019531
"case_1541","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"599",2,0.00168067226890756,0.00168067226890756,0,0,0,0,0,0.0142102241516113
"case_1542","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"600",2,0.00167785234899329,0.00167785234899329,0,0,0,0,0,0.0143840312957764
"case_1543","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"601",2,0.0016750418760469,0.0016750418760469,0,0,0,0,0,0.0144016742706299
"case_1544","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"602",2,0.00167224080267559,0.00167224080267559,0,0,0,0,0,0.019012451171875
"case_1545","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"603",2,0.001669449081803,0.001669449081803,0,0,0,0,0,0.0118155479431152
"case_1546","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"604",2,0.00166666666666667,0.00166666666666667,0,0,0,0,0,0.0119655132293701
"case_1547","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"605",2,0.00166389351081531,0.00166389351081531,0,0,0,0,0,0.0116658210754395
"case_1548","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"606",2,0.00166112956810631,0.00166112956810631,0,0,0,0,0,0.0111846923828125
"case_1549","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"607",2,0.00165837479270315,0.00165837479270315,0,0,0,0,0,0.0111536979675293
"case_155","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"608",2,0.00165562913907285,0.00165562913907285,0,0,0,0,0,0.0122158527374268
"case_1550","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"609",2,0.00165289256198347,0.00165289256198347,0,0,0,0,0,0.0112199783325195
"case_1551","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"610",2,0.00165016501650165,0.00165016501650165,0,0,0,0,0,0.0113041400909424
"case_1552","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"611",2,0.00164744645799012,0.00164744645799012,0,0,0,0,0,0.0113892555236816
"case_1553","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"612",2,0.00164473684210526,0.00164473684210526,0,0,0,0,0,0.0115418434143066
"case_1554","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"613",2,0.00164203612479474,0.00164203612479474,0,0,0,0,0,0.0115015506744385
"case_1555","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"614",2,0.00163934426229508,0.00163934426229508,0,0,0,0,0,0.011782169342041
"case_1556","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"615",2,0.0016366612111293,0.0016366612111293,0,0,0,0,0,0.0173380374908447
"case_1557","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"616",2,0.00163398692810458,0.00163398692810458,0,0,0,0,0,0.0121049880981445
"case_1558","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"617",2,0.00163132137030995,0.00163132137030995,0,0,0,0,0,0.0120563507080078
"case_1559","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"618",2,0.00162866449511401,0.00162866449511401,0,0,0,0,0,0.0120680332183838
"case_156","Activity A","1970-01-01T09:00:00.000+09:00","Early",2,1,1,0,"619",2,0.0016260162601626,0.0016260162601626,0,0,0,0,0,0.0119674205780029
"case_1560","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"620",2,0.00162337662337662,0.00162337662337662,0,0,0,0,0,0.0122458934783936
"case_1561","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"621",2,0.00162074554294976,0.00162074554294976,0,0,0,0,0,0.0186388492584229
"case_1562","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"622",2,0.00161812297734628,0.00161812297734628,0,0,0,0,0,0.0127060413360596
"case_1563","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"623",2,0.00161550888529887,0.00161550888529887,0,0,0,0,0,0.0121312141418457
"case_1564","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"624",2,0.00161290322580645,0.00161290322580645,0,0,0,0,0,0.011796236038208
"case_1565","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"625",2,0.00161030595813204,0.00161030595813204,0,0,0,0,0,0.0121257305145264
"case_1566","Activity A","1970-01-01T09:00:00.000+09:00","Late",2,2,1,0,"626",2,0.00160771704180064,0.00160771704180064,0,0,0,0,0,0.0165219306945801
"case_1567","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"627",2,0.00160513643659711,0.00160513643659711,0,0,0,0,0,0.0114331245422363
"case_1568","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"628",2,0.0016025641025641,0.0016025641025641,0,0,0,0,0,0.0115599632263184
"case_1569","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"629",2,0.0016,0.0016,0,0,0,0,0,0.0116777420043945
"case_1570","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"630",2,0.00159744408945687,0.00159744408945687,0,0,0,0,0,0.0115571022033691
"case_1571","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"631",2,0.00159489633173844,0.00159489633173844,0,0,0,0,0,0.0115361213684082
"case_1572","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"632",2,0.00159235668789809,0.00159235668789809,0,0,0,0,0,0.0165207386016846
"case_1573","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"633",2,0.00158982511923688,0.00158982511923688,0,0,0,0,0,0.0118064880371094
"case_1574","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"634",2,0.00158730158730159,0.00158730158730159,0,0,0,0,0,0.0124058723449707
"case_1575","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"635",2,0.00158478605388273,0.00158478605388273,0,0,0,0,0,0.0119345188140869
"case_1576","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"636",2,0.00158227848101266,0.00158227848101266,0,0,0,0,0,0.0119342803955078
"case_1577","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"637",2,0.00157977883096366,0.00157977883096366,0,0,0,0,0,0.01220703125
"case_1578","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"638",2,0.00157728706624606,0.00157728706624606,0,0,0,0,0,0.0120391845703125
"case_1579","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"639",2,0.0015748031496063,0.0015748031496063,0,0,0,0,0,0.0126285552978516
"case_158","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"640",2,0.00157232704402516,0.00157232704402516,0,0,0,0,0,0.0118646621704102
"case_1580","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"641",2,0.00156985871271585,0.00156985871271585,0,0,0,0,0,0.0197365283966064
"case_1581","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"642",2,0.00156739811912226,0.00156739811912226,0,0,0,0,0,0.0126111507415771
"case_1582","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"643",2,0.00156494522691706,0.00156494522691706,0,0,0,0,0,0.0125112533569336
"case_1583","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"644",2,0.0015625,0.0015625,0,0,0,0,0,0.0122849941253662
"case_1584","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"645",2,0.0015600624024961,0.0015600624024961,0,0,0,0,0,0.016925573348999
"case_1585","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"646",2,0.00155763239875389,0.00155763239875389,0,0,0,0,0,0.0115535259246826
"case_1586","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"647",2,0.0015552099533437,0.0015552099533437,0,0,0,0,0,0.0114114284515381
"case_1587","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"648",2,0.0015527950310559,0.0015527950310559,0,0,0,0,0,0.0115251541137695
"case_1588","Activity A","1970-01-01T09:00:00.000+09:00","Rework",1,7,0,0,"649",2,0.00155038759689923,0.00155038759689923,0,0,0,0,0,0.0160255432128906
"case_1589","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"650",2,0.00154798761609907,0.00154798761609907,0,0,0,0,0,0.0114736557006836
"case_159","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"651",2,0.00154559505409583,0.00154559505409583,0,0,0,0,0,0.012460470199585
"case_1590","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"652",2,0.00154320987654321,0.00154320987654321,0,0,0,0,0,0.0176684856414795
"case_1591","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"653",2,0.00154083204930662,0.00154083204930662,0,0,0,0,0,0.0127236843109131
"case_1592","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"654",2,0.00153846153846154,0.00153846153846154,0,0,0,0,0,0.0122292041778564
"case_1593","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"655",2,0.00153609831029186,0.00153609831029186,0,0,0,0,0,0.0402617454528809
"case_1594","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"656",2,0.00153374233128834,0.00153374233128834,0,0,0,0,0,0.0121784210205078
"case_1595","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"657",2,0.00153139356814701,0.00153139356814701,0,0,0,0,0,0.0126006603240967
"case_1596","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"658",2,0.00152905198776758,0.00152905198776758,0,0,0,0,0,0.0123105049133301
"case_1597","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"659",2,0.00152671755725191,0.00152671755725191,0,0,0,0,0,0.0122733116149902
"case_1598","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"660",2,0.00152439024390244,0.00152439024390244,0,0,0,0,0,0.0121986865997314
"case_1599","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"661",2,0.0015220700152207,0.0015220700152207,0,0,0,0,0,0.0222001075744629
"case_16","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"662",2,0.00151975683890578,0.00151975683890578,0,0,0,0,0,0.0122740268707275
"case_1600","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"663",2,0.00151745068285281,0.00151745068285281,0,0,0,0,0,0.0118894577026367
