"Case","Activity","timestamp","anomaly_type","order","loc","label","start","Event","num_case","leverage","w-leverage","t1","t2","t3","tn","w-tn","time"
"case_10718","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"796",1,0.00125944584382872,0.00125944584382872,0,0,0,0,0,0.0937252044677734
"case_10719","Activity A","1970-01-01T09:00:00.000+09:00","SkipSequence",1,2,0,0,"797",1,0.00125786163522013,0.00125786163522013,0,0,0,0,0,0.258126735687256
"case_1072","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"798",1,0.00125628140703518,0.00125628140703518,0,0,0,0,0,0.0373060703277588
"case_10720","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"799",1,0.00125470514429109,0.00125470514429109,0,0,0,0,0,0.0261945724487305
"case_10721","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"800",1,0.0012531328320802,0.0012531328320802,0,0,0,0,0,0.0319006443023682
"case_10722","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"801",1,0.00125156445556946,0.00125156445556946,0,0,0,0,0,0.238960981369019
"case_10723","Activity A","1970-01-01T09:00:00.000+09:00","SkipSequence",1,2,0,0,"802",1,0.00125,0.00125,0,0,0,0,0,0.0290381908416748
"case_10724","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"803",1,0.00124843945068664,0.00124843945068664,0,0,0,0,0,0.0339145660400391
"case_10725","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"804",1,0.00124688279301746,0.00124688279301746,0,0,0,0,0,0.0338637828826904
"case_10726","Activity A","1970-01-01T09:00:00.000+09:00","Rework",1,8,0,0,"805",1,0.0012453300124533,0.0012453300124533,0,0,0,0,0,0.0258865356445312
"case_10727","Activity A","1970-01-01T09:00:00.000+09:00","Rework",1,6,0,0,"806",1,0.00124378109452736,0.00124378109452736,0,0,0,0,0,0.0317509174346924
"case_10728","Activity A","1970-01-01T09:00:00.000+09:00","Early",1,3,0,0,"807",1,0.00124223602484472,0.00124223602484472,0,0,0,0,0,0.0262520313262939
"case_10729","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"808",1,0.00124069478908189,0.00124069478908189,0,0,0,0,0,0.0324347019195557
"case_1073","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"809",1,0.00123915737298637,0.00123915737298637,0,0,0,0,0,0.0263197422027588
"case_10730","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"810",1,0.00123762376237624,0.00123762376237624,0,0,0,0,0,0.0277729034423828
"case_10731","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"811",1,0.00123609394313968,0.00123609394313968,0,0,0,0,0,0.0354533195495605
"case_10733","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"812",1,0.00123456790123457,0.00123456790123457,0,0,0,0,0,0.0288107395172119
"case_10734","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"813",1,0.00123304562268804,0.00123304562268804,0,0,0,0,0,0.0347990989685059
"case_10735","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"814",1,0.00123152709359606,0.00123152709359606,0,0,0,0,0,0.0284836292266846
"case_10736","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"815",1,0.001230012300123,0.001230012300123,0,0,0,0,0,0.0345377922058105
"case_10737","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"816",1,0.00122850122850123,0.00122850122850123,0,0,0,0,0,0.029010534286499
"case_10738","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"817",1,0.00122699386503067,0.00122699386503067,0,0,0,0,0,0.0341048240661621
"case_10739","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"818",1,0.00122549019607843,0.00122549019607843,0,0,0,0,0,0.0345354080200195
"case_1074","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"819",1,0.00122399020807834,0.00122399020807834,0,0,0,0,0,0.025902271270752
"case_10740","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"820",1,0.00122249388753056,0.00122249388753056,0,0,0,0,0,0.0263850688934326
"case_10741","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"821",1,0.00122100122100122,0.00122100122100122,0,0,0,0,0,0.0308308601379395
"case_10742","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"822",1,0.00121951219512195,0.00121951219512195,0,0,0,0,0,0.0262815952301025
"case_10743","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"823",1,0.00121802679658953,0.00121802679658953,0,0,0,0,0,0.0316073894500732
"case_10744","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"824",1,0.00121654501216545,0.00121654501216545,0,0,0,0,0,0.0276718139648438
"case_10745","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"825",1,0.00121506682867558,0.00121506682867558,0,0,0,0,0,0.0346009731292725
"case_10747","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"826",1,0.00121359223300971,0.00121359223300971,0,0,0,0,0,0.0348930358886719
"case_10748","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"827",1,0.00121212121212121,0.00121212121212121,0,0,0,0,0,0.034968376159668
"case_10749","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"828",1,0.00121065375302663,0.00121065375302663,0,0,0,0,0,0.0285472869873047
"case_1075","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"829",1,0.00120918984280532,0.00120918984280532,0,0,0,0,0,0.028484582901001
"case_10750","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"830",1,0.00120772946859903,0.00120772946859903,0,0,0,0,0,0.0345873832702637
"case_10751","Activity A","1970-01-01T09:00:00.000+09:00","Early",1,3,0,0,"831",1,0.00120627261761158,0.00120627261761158,0,0,0,0,0,0.0286293029785156
"case_10752","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"832",1,0.00120481927710843,0.00120481927710843,0,0,0,0,0,0.0342757701873779
"case_10753","Activity A","1970-01-01T09:00:00.000+09:00","Rework",1,12,0,0,"833",1,0.00120336943441637,0.00120336943441637,0,0,0,0,0,0.0268149375915527
"case_10754","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"834",1,0.00120192307692308,0.00120192307692308,0,0,0,0,0,0.03228759765625
"case_10755","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"835",1,0.00120048019207683,0.00120048019207683,0,0,0,0,0,0.0261874198913574
