"Case","Activity","timestamp","anomaly_type","order","loc","label","start","Event","num_case","leverage","t1","t2","t3","tn","time","Mb","Nc","Ne","MMb"
"1-691759626","Accepted+In Progress","2012-03-02T19:08:21.000+09:00","normal",6,-1,0,0,"1870",101,0.415357366946178,0,0,0,0,5.001305103302,NA,101,1019,NA
"1-690436171","Accepted+In Progress","2012-03-02T19:23:34.000+09:00","normal",7,-1,0,0,"1871",101,0.625495086888985,0,0,0,1,1.19597220420837,NA,101,1020,NA
"1-690436171","Accepted+Assigned","2012-03-02T19:23:56.000+09:00","normal",8,-1,0,0,"1872",101,0.574918597759829,0,0,0,1,1.06601572036743,NA,101,1021,NA
"1-690436171","Accepted+In Progress","2012-03-02T19:54:15.000+09:00","normal",9,-1,0,0,"1873",101,0.574805841020457,0,0,0,1,1.05486965179443,NA,101,1022,NA
"1-657323705","Accepted+In Progress","2012-03-02T19:56:12.000+09:00","normal",4,-1,0,0,"1874",101,0.326576126674673,0,0,0,0,1.06326675415039,NA,101,1023,NA
"1-690436171","Accepted+Wait","2012-03-02T19:58:16.000+09:00","normal",10,-1,0,0,"1875",101,0.578209665681698,0,0,0,1,1.07672429084778,NA,101,1024,NA
"1-690436171","Accepted+Wait","2012-03-02T19:59:04.000+09:00","normal",11,-1,0,0,"1876",101,0.597202378677665,0,0,0,1,1.08488273620605,NA,101,1025,NA
"1-690436171","Accepted+Wait - User","2012-03-02T20:02:12.000+09:00","normal",12,-1,0,0,"1877",101,0.579208867491653,0,0,0,1,1.05360507965088,NA,101,1026,NA
"1-691759626","Queued+Awaiting Assignment","2012-03-02T20:05:56.000+09:00","normal",7,-1,0,0,"1878",101,0.403630301067293,0,0,0,0,1.08671832084656,NA,101,1027,NA
"1-690436171","Accepted+Wait","2012-03-02T21:37:27.000+09:00","normal",13,-1,0,0,"1879",101,0.580750832800517,0,0,0,1,1.06465458869934,NA,101,1028,NA
"1-690436171","Queued+Awaiting Assignment","2012-03-02T21:37:57.000+09:00","normal",14,-1,0,0,"1880",101,0.571979352038729,0,0,0,1,1.08985877037048,NA,101,1029,NA
"1-691950241","Accepted+In Progress","2012-03-02T21:54:58.000+09:00","normal",1,-1,0,0,"1881",101,0.47447562651795,0,0,0,0,1.06360793113708,NA,102,1030,NA
"1-691782323","Accepted+In Progress","2012-03-02T21:57:12.000+09:00","normal",1,-1,0,0,"1882",101,0.474381703539193,0,0,0,0,1.0729296207428,NA,103,1031,NA
"1-691950241","Accepted+In Progress","2012-03-02T21:57:36.000+09:00","normal",2,-1,0,1,"1883",102,0.397563205730243,0,0,0,0,1.06888723373413,68.283368,103,1032,6.357168
"1-691782323","Accepted+In Progress","2012-03-02T21:58:20.000+09:00","normal",2,-1,0,1,"1884",103,0.390075371675797,0,0,0,0,1.06699562072754,NA,102,1027,NA
"1-691950241","Queued+Awaiting Assignment","2012-03-02T22:03:11.000+09:00","normal",3,-1,0,0,"1885",103,0.336288459116396,0,0,0,0,1.0455334186554,NA,101,1001,NA
"1-691782323","Queued+Awaiting Assignment","2012-03-02T22:03:31.000+09:00","normal",3,-1,0,0,"1886",103,0.330747697089129,0,0,0,0,1.05954527854919,NA,101,1002,NA
"1-691971107","Accepted+In Progress","2012-03-02T22:26:55.000+09:00","normal",1,-1,0,0,"1887",103,0.473560989317241,0,0,0,0,1.06608772277832,NA,102,1003,NA
"1-691971107","Accepted+In Progress","2012-03-02T22:27:14.000+09:00","normal",2,-1,0,1,"1888",104,0.41180531660355,0,0,0,0,1.01477265357971,NA,102,1004,NA
"1-683762637","Accepted+Wait - User","2012-03-02T22:32:57.000+09:00","normal",19,-1,0,0,"1889",104,0.555150055720112,0,0,0,1,0.964682102203369,NA,101,935,NA
"1-683762637","Accepted+Wait - User","2012-03-02T22:34:19.000+09:00","normal",20,-1,0,0,"1890",104,0.556103835158202,0,0,0,1,0.972821235656738,47.883936,101,936,5.12184
"1-691971107","Queued+Awaiting Assignment","2012-03-02T22:42:23.000+09:00","normal",3,-1,0,0,"1891",104,0.342924157913087,0,0,0,0,0.957793951034546,52.71672,101,937,5.127312
"1-691971107","Accepted+In Progress","2012-03-02T23:00:41.000+09:00","normal",4,-1,0,0,"1892",104,0.328498531145445,0,0,0,0,0.95151162147522,52.256344,101,938,5.132784
"1-691971107","Queued+Awaiting Assignment","2012-03-02T23:02:08.000+09:00","normal",5,-1,0,0,"1893",104,0.325678970065451,0,0,0,0,0.972166299819946,NA,101,939,NA
"1-690436171","Accepted+In Progress","2012-03-02T23:41:04.000+09:00","normal",15,-1,0,0,"1894",104,0.581007286991206,0,0,0,1,0.972595691680908,NA,101,940,NA
"1-690436171","Completed+Resolved","2012-03-02T23:43:18.000+09:00","normal",16,-1,0,0,"1895",104,0.596544613915626,0,0,0,1,0.941464185714722,48.338424,101,941,5.1492
"1-660730501","Queued+Awaiting Assignment","2012-03-03T00:13:48.000+09:00","normal",24,-1,0,0,"1896",104,0.529862460678173,0,0,0,0,0.942931890487671,48.035896,101,942,5.154672
"1-692067345","Accepted+In Progress","2012-03-03T04:28:11.000+09:00","normal",1,-1,0,0,"1897",104,0.473560989317241,0,0,0,0,0.944192409515381,52.75876,102,943,5.160144
"1-692067345","Accepted+In Progress","2012-03-03T04:30:42.000+09:00","normal",2,-1,0,1,"1898",105,0.414537836398528,0,0,0,0,0.965157508850098,58.306952,102,944,5.150512
"1-692067345","Queued+Awaiting Assignment","2012-03-03T04:40:14.000+09:00","normal",3,-1,0,0,"1899",105,0.344887837328866,0,0,0,0,0.983083009719849,52.795744,101,939,5.138256
"1-687085471","Accepted+Wait - User","2012-03-04T02:44:12.000+09:00","normal",16,-1,0,0,"1900",105,0.516793312097177,0,0,0,1,0.947242259979248,48.35768,101,940,5.143728
"1-691782323","Accepted+In Progress","2012-03-05T09:55:19.000+09:00","normal",4,-1,0,0,"1901",105,0.32518575533243,0,0,0,0,0.947192668914795,52.377872,101,941,5.1492
"1-691759626","Accepted+In Progress","2012-03-05T10:10:28.000+09:00","normal",8,-1,0,0,"1902",105,0.415344855726055,0,0,0,0,0.967771291732788,NA,101,942,NA
"1-691759626","Accepted+Wait - User","2012-03-05T10:10:56.000+09:00","normal",9,-1,0,0,"1903",105,0.435981053842563,0,0,0,0,0.971113204956055,NA,101,943,NA
"1-692067345","Accepted+In Progress","2012-03-05T14:10:42.000+09:00","normal",4,-1,0,0,"1904",105,0.328907326193346,0,0,0,0,0.963257312774658,NA,101,944,NA
"1-692067345","Accepted+Wait","2012-03-05T14:13:46.000+09:00","normal",5,-1,0,0,"1905",105,0.365552072927366,0,0,0,0,0.977031469345093,NA,101,945,NA
"1-691782323","Accepted+Wait - Customer","2012-03-05T14:35:04.000+09:00","normal",5,-1,0,0,"1906",105,0.456983827035861,0,0,0,0,0.972893238067627,NA,101,946,NA
"1-692067345","Accepted+In Progress","2012-03-05T14:45:09.000+09:00","normal",6,-1,0,0,"1907",105,0.386754687605485,0,0,0,0,0.967859983444214,NA,101,947,NA
"1-692067345","Queued+Awaiting Assignment","2012-03-05T14:48:41.000+09:00","normal",7,-1,0,0,"1908",105,0.38844810333872,0,0,0,0,0.962294816970825,NA,101,948,NA
"1-692758611","Accepted+In Progress","2012-03-05T15:21:37.000+09:00","normal",1,-1,0,0,"1909",105,0.473560989317241,0,0,0,0,0.965437173843384,NA,102,949,NA
"1-692758611","Accepted+In Progress","2012-03-05T15:22:41.000+09:00","normal",2,-1,0,1,"1910",106,0.411125005684495,0,0,0,0,1.17705059051514,57.701808,102,950,5.183248
"1-691971107","Accepted+In Progress","2012-03-05T15:30:20.000+09:00","normal",6,-1,0,0,"1911",106,0.323890565428429,0,0,0,0,0.944189548492432,NA,101,916,NA
"1-692758611","Queued+Awaiting Assignment","2012-03-05T15:46:47.000+09:00","normal",3,-1,0,0,"1912",106,0.345931757092857,0,0,0,0,0.960155725479126,NA,101,917,NA
"1-692758994","Accepted+In Progress","2012-03-05T15:52:47.000+09:00","normal",1,-1,0,0,"1913",106,0.473560989317241,0,0,0,0,0.923149347305298,NA,102,918,NA
"1-692758994","Accepted+In Progress","2012-03-05T15:53:02.000+09:00","normal",2,-1,0,1,"1914",107,0.414537836398528,0,0,0,0,0.919737815856934,NA,102,919,NA
"1-692758994","Queued+Awaiting Assignment","2012-03-05T15:55:20.000+09:00","normal",3,-1,0,0,"1915",107,0.3448042861558,0,0,0,0,0.962845087051392,NA,101,909,NA
"1-690436171","Queued+Awaiting Assignment","2012-03-05T15:56:39.000+09:00","normal",17,-1,0,0,"1916",107,0.573320652657221,0,0,0,1,0.933939933776855,NA,101,910,NA
"1-691971107","Queued+Awaiting Assignment","2012-03-05T16:17:04.000+09:00","normal",7,-1,0,0,"1917",107,0.337750085351805,0,0,0,0,0.930462837219238,NA,101,911,NA
"1-692755228","Accepted+In Progress","2012-03-05T16:22:42.000+09:00","normal",1,-1,0,0,"1918",107,0.473560989317241,0,0,0,0,0.938220977783203,NA,102,912,NA
"1-692755228","Accepted+In Progress","2012-03-05T16:22:55.000+09:00","normal",2,-1,0,1,"1919",108,0.413853011300131,0,0,0,0,0.95949649810791,NA,102,913,NA
"1-692755228","Accepted+Wait - Implementation","2012-03-05T16:29:09.000+09:00","normal",3,-1,0,0,"1920",108,0.552649637482072,0,0,0,1,0.932485103607178,NA,101,906,NA
"1-690839783","Accepted+In Progress","2012-03-05T17:25:36.000+09:00","normal",8,-1,0,0,"1921",108,0.348826985434628,0,0,0,0,0.945706605911255,NA,101,907,NA
"1-691049627","Accepted+In Progress","2012-03-05T17:41:14.000+09:00","Early",8,2,1,0,"1922",108,0.374377186649943,0,0,0,0,0.959475040435791,NA,101,908,NA
"1-692758994","Accepted+In Progress","2012-03-05T17:42:33.000+09:00","normal",4,-1,0,0,"1923",108,0.3216804985166,0,0,0,0,0.936709880828857,NA,101,909,NA
"1-692758611","Accepted+In Progress","2012-03-05T17:43:01.000+09:00","normal",4,-1,0,0,"1924",108,0.329766115415965,0,0,0,0,0.953622341156006,NA,101,910,NA
"1-690436171","Accepted+In Progress","2012-03-05T18:14:01.000+09:00","normal",18,-1,0,0,"1925",108,0.537310703640347,0,0,0,1,0.945590496063232,NA,101,911,NA
"1-690436171","Queued+Awaiting Assignment","2012-03-05T18:14:38.000+09:00","normal",19,-1,0,0,"1926",108,0.566187305973987,0,0,0,1,0.931279420852661,NA,101,912,NA
"1-690436171","Queued+Awaiting Assignment","2012-03-05T18:14:39.000+09:00","normal",20,-1,0,0,"1927",108,0.534804287992055,0,0,0,1,0.933471918106079,46.977984,101,913,4.995984
"1-692918254","Accepted+In Progress","2012-03-05T18:42:22.000+09:00","Rework",1,9,0,0,"1928",108,0.473560989317241,0,0,0,0,0.971500396728516,51.609928,102,914,5.001456
"1-692918254","Accepted+In Progress","2012-03-05T18:42:46.000+09:00","Rework",2,9,0,1,"1929",109,0.412486753270104,0,0,0,0,0.919902801513672,56.993592,102,915,4.992288
"1-692918254","Queued+Awaiting Assignment","2012-03-05T18:46:43.000+09:00","Rework",3,9,0,0,"1930",109,0.345877615045061,0,0,0,0,0.941547632217407,51.64704,101,910,4.979568
"1-690436171","Accepted+In Progress","2012-03-05T18:57:39.000+09:00","normal",21,-1,0,0,"1931",109,0.524428902357546,0,0,0,0,0.935380935668945,NA,101,911,NA
"1-690436171","Queued+Awaiting Assignment","2012-03-05T18:58:06.000+09:00","normal",22,-1,0,0,"1932",109,0.53344290376072,0,0,0,1,0.928536415100098,46.893176,101,912,4.990512
"1-690436171","Accepted+In Progress","2012-03-05T19:05:36.000+09:00","normal",23,-1,0,0,"1933",109,0.537516680168956,0,0,0,1,0.93525218963623,46.947352,101,913,4.995984
"1-691971107","Accepted+In Progress","2012-03-05T19:07:49.000+09:00","normal",8,-1,0,0,"1934",109,0.342560519576127,0,0,0,0,0.920177698135376,48.782528,101,914,5.001456
"1-690436171","Accepted+Wait - User","2012-03-05T19:21:34.000+09:00","normal",24,-1,0,0,"1935",109,0.533540515596251,0,0,0,0,0.93873143196106,NA,101,915,NA
"1-692067345","Accepted+In Progress","2012-03-05T19:37:15.000+09:00","normal",8,-1,0,0,"1936",109,0.371949094605291,0,0,0,0,0.959015607833862,NA,101,916,NA
"1-692067345","Accepted+Assigned","2012-03-05T19:37:20.000+09:00","normal",9,-1,0,0,"1937",109,0.409929501657975,0,0,0,0,0.945774793624878,NA,101,917,NA
"1-693021183","Accepted+In Progress","2012-03-05T20:25:46.000+09:00","Rework",1,13,0,0,"1938",109,0.473560989317241,0,0,0,0,0.919920921325684,NA,102,918,NA
"1-693021183","Accepted+In Progress","2012-03-05T20:26:02.000+09:00","Rework",2,13,0,1,"1939",110,0.416943660643215,0,0,0,0,0.943305253982544,NA,102,919,NA
"1-693021183","Queued+Awaiting Assignment","2012-03-05T21:05:37.000+09:00","Rework",3,13,0,0,"1940",110,0.352335544560743,0,0,0,0,0.965710163116455,NA,101,907,NA
"1-692758611","Queued+Awaiting Assignment","2012-03-05T21:42:51.000+09:00","normal",5,-1,0,0,"1941",110,0.327784261501752,0,0,0,0,0.944014310836792,NA,101,908,NA
"1-660915327","Accepted+In Progress","2012-03-05T22:16:28.000+09:00","normal",63,-1,0,0,"1942",110,0.477593556010532,0,0,0,0,0.920246839523315,NA,101,909,NA
"1-660915327","Accepted+Assigned","2012-03-05T22:16:33.000+09:00","normal",64,-1,0,0,"1943",110,0.477649776512665,0,0,0,0,0.927181005477905,78.508424,101,910,5.139728
"1-692758611","Accepted+In Progress","2012-03-05T22:56:59.000+09:00","normal",6,-1,0,0,"1944",110,0.325114295278649,0,0,0,0,0.90334939956665,50.782304,101,911,5.145376
"1-692758611","Accepted+Assigned","2012-03-05T22:59:42.000+09:00","normal",7,-1,0,0,"1945",110,0.368587712557942,0,0,0,0,0.977274179458618,NA,101,912,NA
"1-693200675","Accepted+In Progress","2012-03-05T22:59:43.000+09:00","normal",1,-1,0,0,"1946",110,0.473560989317241,0,0,0,0,0.958717584609985,NA,102,913,NA
"1-690839783","Queued+Awaiting Assignment","2012-03-05T23:00:11.000+09:00","normal",9,-1,0,0,"1947",110,0.375224426809753,0,0,0,0,0.95348048210144,NA,102,914,NA
"1-690839783","Accepted+In Progress","2012-03-05T23:00:58.000+09:00","normal",10,-1,0,0,"1948",110,0.380282020894815,0,0,0,0,0.962715148925781,NA,102,915,NA
"1-693200675","Accepted+In Progress","2012-03-05T23:00:58.000+09:00","normal",2,-1,0,1,"1949",111,0.414195282314239,0,0,0,0,0.977310657501221,NA,102,916,NA
"1-690839783","Queued+Awaiting Assignment","2012-03-05T23:01:27.000+09:00","normal",11,-1,0,0,"1950",111,0.387564744313509,0,0,0,0,0.955531120300293,NA,101,910,NA
