"Case","Activity","timestamp","anomaly_type","order","loc","label","start","Event","num_case","leverage","w-leverage","t1","t2","t3","tn","w-tn","time"
"case_1784","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"867",1,0.00115606936416185,0.00115606936416185,0,0,0,0,0,0.0767238140106201
"case_1785","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"868",1,0.00115473441108545,0.00115473441108545,0,0,0,0,0,0.0387368202209473
"case_1786","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"869",1,0.00115340253748558,0.00115340253748558,0,0,0,0,0,0.0143518447875977
"case_1787","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"870",1,0.00115207373271889,0.00115207373271889,0,0,0,0,0,0.0144188404083252
"case_1788","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"871",1,0.00115074798619102,0.00115074798619102,0,0,0,0,0,0.0141377449035645
"case_1789","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"872",1,0.00114942528735632,0.00114942528735632,0,0,0,0,0,0.0199918746948242
"case_179","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"873",1,0.00114810562571757,0.00114810562571757,0,0,0,0,0,0.0144524574279785
"case_1790","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"874",1,0.00114678899082569,0.00114678899082569,0,0,0,0,0,0.0142486095428467
"case_1791","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"875",1,0.0011454753722795,0.0011454753722795,0,0,0,0,0,0.014141321182251
"case_1792","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"876",1,0.0011441647597254,0.0011441647597254,0,0,0,0,0,0.0183742046356201
"case_1793","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"877",1,0.00114285714285714,0.00114285714285714,0,0,0,0,0,0.0141398906707764
"case_1794","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"878",1,0.00114155251141552,0.00114155251141552,0,0,0,0,0,0.0140397548675537
"case_1795","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"879",1,0.00114025085518814,0.00114025085518814,0,0,0,0,0,0.0185031890869141
"case_1796","Activity A","1970-01-01T09:00:00.000+09:00","Insert",1,5,0,0,"880",1,0.00113895216400911,0.00113895216400911,0,0,0,0,0,0.0143511295318604
"case_1797","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"881",1,0.00113765642775882,0.00113765642775882,0,0,0,0,0,0.0141277313232422
"case_1798","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"882",1,0.00113636363636364,0.00113636363636364,0,0,0,0,0,0.0189788341522217
"case_1799","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"883",1,0.00113507377979569,0.00113507377979569,0,0,0,0,0,0.0145711898803711
"case_18","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"884",1,0.00113378684807256,0.00113378684807256,0,0,0,0,0,0.0185768604278564
"case_180","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"885",1,0.00113250283125708,0.00113250283125708,0,0,0,0,0,0.0142698287963867
"case_1800","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"886",1,0.00113122171945701,0.00113122171945701,0,0,0,0,0,0.0189409255981445
"case_1801","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"887",1,0.00112994350282486,0.00112994350282486,0,0,0,0,0,0.0351119041442871
"case_1802","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"888",1,0.00112866817155756,0.00112866817155756,0,0,0,0,0,0.0151615142822266
"case_1803","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"889",1,0.00112739571589628,0.00112739571589628,0,0,0,0,0,0.0145871639251709
"case_1804","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"890",1,0.00112612612612613,0.00112612612612613,0,0,0,0,0,0.0144169330596924
"case_1805","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"891",1,0.00112485939257593,0.00112485939257593,0,0,0,0,0,0.0192084312438965
"case_1806","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"892",1,0.00112359550561798,0.00112359550561798,0,0,0,0,0,0.0142965316772461
"case_1807","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"893",1,0.00112233445566779,0.00112233445566779,0,0,0,0,0,0.014305591583252
"case_1808","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"894",1,0.00112107623318386,0.00112107623318386,0,0,0,0,0,0.0147383213043213
"case_1809","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"895",1,0.00111982082866741,0.00111982082866741,0,0,0,0,0,0.019146203994751
"case_181","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"896",1,0.00111856823266219,0.00111856823266219,0,0,0,0,0,0.0144627094268799
"case_1810","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"897",1,0.00111731843575419,0.00111731843575419,0,0,0,0,0,0.0145769119262695
"case_1811","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"898",1,0.00111607142857143,0.00111607142857143,0,0,0,0,0,0.0184638500213623
"case_1812","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"899",1,0.00111482720178372,0.00111482720178372,0,0,0,0,0,0.0143935680389404
"case_1813","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"900",1,0.00111358574610245,0.00111358574610245,0,0,0,0,0,0.0185756683349609
"case_1814","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"901",1,0.00111234705228031,0.00111234705228031,0,0,0,0,0,0.0139603614807129
"case_1815","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"902",1,0.00111111111111111,0.00111111111111111,0,0,0,0,0,0.0138647556304932
"case_1816","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"903",1,0.00110987791342952,0.00110987791342952,0,0,0,0,0,0.0181996822357178
"case_1817","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"904",1,0.00110864745011086,0.00110864745011086,0,0,0,0,0,0.0141193866729736
"case_1818","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"905",1,0.00110741971207087,0.00110741971207087,0,0,0,0,0,0.0185408592224121
"case_182","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"906",1,0.00110619469026549,0.00110619469026549,0,0,0,0,0,0.203976392745972
"case_1820","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"907",1,0.00110497237569061,0.00110497237569061,0,0,0,0,0,0.0150082111358643
"case_1821","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"908",1,0.0011037527593819,0.0011037527593819,0,0,0,0,0,0.014915943145752
"case_1822","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"909",1,0.00110253583241455,0.00110253583241455,0,0,0,0,0,0.0146892070770264
"case_1823","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"910",1,0.00110132158590308,0.00110132158590308,0,0,0,0,0,0.0149862766265869
"case_1824","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"911",1,0.0011001100110011,0.0011001100110011,0,0,0,0,0,0.014955997467041
"case_1825","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"912",1,0.0010989010989011,0.0010989010989011,0,0,0,0,0,0.0195140838623047
"case_1826","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"913",1,0.00109769484083425,0.00109769484083425,0,0,0,0,0,0.0148735046386719
"case_1827","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"914",1,0.00109649122807018,0.00109649122807018,0,0,0,0,0,0.0151097774505615
"case_1828","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"915",1,0.00109529025191676,0.00109529025191676,0,0,0,0,0,0.0149786472320557
"case_1829","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"916",1,0.00109409190371991,0.00109409190371991,0,0,0,0,0,0.0149643421173096
"case_183","Activity A","1970-01-01T09:00:00.000+09:00","normal",1,-1,0,0,"917",1,0.00109289617486339,0.00109289617486339,0,0,0,0,0,0.0195562839508057
"case_1831","Activity A","1970-01-01T09:00:00.000+09:00","Rework",1,11,0,0,"918",1,0.00109170305676856,0.00109170305676856,0,0,0,0,0,0.014986515045166
