"Case","Activity","timestamp","anomaly_type","order","loc","label","start","Event","num_case","leverage","t1","t2","t3","tn","time","Mb","Nc","Ne","MMb"
"1-691759626","Accepted+In Progress","2012-03-02T19:08:21.000+09:00","normal",6,-1,0,0,"1870",157,0,0,0,0,0,14.5097272396088,NA,157,1870,NA
"1-690436171","Accepted+In Progress","2012-03-02T19:23:34.000+09:00","normal",7,-1,0,0,"1871",157,0,0,0,0,0,1.99851679801941,NA,157,1871,NA
"1-690436171","Accepted+Assigned","2012-03-02T19:23:56.000+09:00","normal",8,-1,0,0,"1872",157,0,0,0,0,0,1.57587265968323,96.21248,157,1872,11.56152
"1-690436171","Accepted+In Progress","2012-03-02T19:54:15.000+09:00","normal",9,-1,0,0,"1873",157,0,0,0,0,0,1.25123882293701,NA,157,1873,NA
"1-657323705","Accepted+In Progress","2012-03-02T19:56:12.000+09:00","normal",4,-1,0,0,"1874",157,0,0,0,0,0,0.965824604034424,NA,157,1874,NA
"1-690436171","Accepted+Wait","2012-03-02T19:58:16.000+09:00","normal",10,-1,0,0,"1875",157,0,0,0,0,0,0.995728731155396,96.37792,157,1875,11.580048
"1-690436171","Accepted+Wait","2012-03-02T19:59:04.000+09:00","normal",11,-1,0,0,"1876",157,0,0,0,0,0,1.19509983062744,NA,157,1876,NA
"1-690436171","Accepted+Wait - User","2012-03-02T20:02:12.000+09:00","normal",12,-1,0,0,"1877",157,0,0,0,0,0,0.971692800521851,NA,157,1877,NA
"1-691759626","Queued+Awaiting Assignment","2012-03-02T20:05:56.000+09:00","normal",7,-1,0,0,"1878",157,0,0,0,0,0,2.21307921409607,NA,157,1878,NA
"1-690436171","Accepted+Wait","2012-03-02T21:37:27.000+09:00","normal",13,-1,0,0,"1879",157,0,0,0,0,0,1.81053590774536,NA,157,1879,NA
"1-690436171","Queued+Awaiting Assignment","2012-03-02T21:37:57.000+09:00","normal",14,-1,0,0,"1880",157,0,0,0,0,0,1.72583770751953,NA,157,1880,NA
